	pol_Latn	csb_Latn
22793	ThaanaKCharselect unicode block name	ThaanaKCharselect unicode block name
22794	Zawsze ukrywaj dodatkowy uchwyt rozmiaru	Tacë wiedno ekstra ùchwëtë miarë
22795	zostawać	òstawac
22796	kulańce	kùlańce
22797	wstążka	blevjązka
22798	Pakiet wymaga co najmniej wersji , ale dostępna jest tylko	Paczétowi je nót wersëja òd , przëstãpnô je rówank blós
22799	Instalator motywów	Instalownik témów
22800	Nieprzezroczyste obrazki dla okien dialogowych	Nieprzezérne òbrôzczi dlô dialogów
22801	magazynek	magazynk nôbòjów
22802	korepetycje prowadzić	doùczac
22803	BARWszystkie pliki	BARWszëtczé lopczi
22804	Lukas Appelhans	Lukas Appelhans
22805	paser	òdbiérnik
22806	Do przezroczystości	Do przezérnotë
22807	o!	ò!
22808	nieludzki	nielëdzczi
22809	upalać	ùpalac
22810	boso	bòsą
22811	OKDescribes the status of a documentation index that is missing	OKDescribes the status of a documentation index that is missing
22812	machnięcie	cziwniãcé
22813	Odblokuj	Òdblokùjë
22814	nieboszczyk	niebòszczëk
22815	Nie można zmienić właściciela.	Ni mòze zmienic miéwcë .
22816	poczęstować	pòczestowac
22817	matka	nëna
22818	Przesuń w tył	Pùrganié w tił
22819	żołnierski	żôłnérsczi
22820	sadzać	sadzac
22821	lekarka	doktórka
22822	Przerwij sesję	Przerwi sesëjã
22823	Rysuj linie gałęzi	Wëskrzëni linije rozwietwiéniô
22824	Nieznany format graficzny.	Nieznóny fòrmat òbrôzka.
22825	raczej	chãtni
22826	element sieci	kruszniô
22827	drożyzna	drożëzna
22828	trzytygodniowy	trzëniedzélny
22829	płaczący	chlëchający
22830	Alfabetyczne formy zentacyjne	Fòrmë alfabeticzny zentacëji
22831	nieszczęście	niebòractwò
22832	ożenek	òżenk
22833	uchwycić	pòchwacëc
22834	mgła	mgła
22835	Parametry apletu	Paramétrë apletu
22836	idźże!	iks
22837	StanXDMCP server	StónXDMCP server
22838	jesień	jeséń
22839	alpinista	wspinôcz
22840	Translator KDE dla XML	Translator KDE dlô XML
22841	przypominać się	mëkac sã
22842	Naciśnięty został lub program zażądał zmiany tego ustawienia.	Wcësniãti òstôł abò programa zażãda zmianë tegò nastôwù.
22843	ubolewać	ùbòlewac
22844	Prosta przeglądarka czcionek	Prosti przezérnik fòntów
22845	podmokły	mòkrawi
22846	Telugu	Telugu
22847	barbakan	szerokô baszta wësëniãtô przed mùrë
22848	wtłoczyć	nabijac
22849	emeryt	emerit
22850	Dargomira	Dargòmira
22851	około południa	przëpôłnié
22852	partaczka	pëzglôczka
22853	Pokaż okno programu	Wëskrzëni òkno programë
22854	PLIK ZAMKNIĘTY	LOPK ZAMKNIÃTI
22855	roztropny	òbmëslny
22856	biografia	żëcopis
22857	szczypta	përzna
22858	Niepoprawny raport o błędzie uszkodzone dane info	Lëchi rapòrt felów zepsëté pòdôwczi info
22859	Wirgiliusz	Wirdżiliusz
22860	gwardia	gwardiô
22861	pacyfista	lubòtnik spòkòju
22862	Brak plików?	NIé dô lopków?
22863	Bez resetu	Felënk zrëszaniô znowa
22864	ochrzcić się	òchrzcëc sã
22865	chłodzić	chłodzëc
22866	Hubert	Hùbert
22867	Plik lub katalog nie istnieje.	Felëje lopk abò katalog .
22868	Sprawdź prawa dostępu do zasobu.	Sprôwdzë prawa przistspù do dostónkù.
22869	entuzjasta	entuzjasta
22870	Dodaj działanie	Dodôj aktiwnotã
22871	Jazz	Jazz
22872	Włącz automatyczne odświeżanieKDE tag line, see http kde. org img kde. png	Wëłączë aùtomatné òdswierzaniéKDE tag line, see http kde. org img kde. png
22873	lasek	lôsk
22874	Jakubdefault name of second player	Rómkdefault name of second player
22875	zadąć piaskiem	zakùrzëc
22876	"Użytkownicy z UID identyfikatorem użytkownika spoza tego zakresu nie będą wyświetlani przez KDM i to okno dialogowe. Uwaga ustawienia te nie dotyczą użytkownika z numerem zazwyczaj administrator systemu, który musi zostać ukryty w trybie ""Oprócz ukrytych."" UIDs"	"Brëkòwnicë z UID identifikatorã brëkòwnika zeza tegò krézu nie mdã wëskrzëniwóni bez KDM ë to dialogòwé òkno. Bôczënk ùstôwë ne nie tikają sã brëkòwnika z numrã zwëkòwò je to sprôwnik systemë, chtëren mùszi òstac wëłączony w tribie ""Òdwrotny selekcji."" UIDs"
22877	paszoznastwo	paszoznôstwò
22878	Polecenie, które chcesz wykonać, wymaga dodatkowych uprawnień. Wpisz poniżej hasło użytkownika.	Pòlét, jaczégò chcesz brëkòwac, wëmògô dodôwnëch praw. Wpiszë niżi parolã brëkòwnika .
22879	Azja Hovd	Azëjô Hovd
22880	Ścieżka do zapisywanego filmu	Stegna do zôpisu wideò
22881	Nieznany kartridż	Nieznóny kartridż
22882	O programie	Przerwi programã
22883	Plik dziennika	Lopk dniewnika
22884	Rodolfo Borges	Rodolfo Borges
22885	łbisty	łepòwati
22886	ZakończColumn number	ZakùńczëColumn number
22887	Nie można utworzyć katalogu.	Ni mòże ùsôdzëc kataloga .
22888	zabłocić się	zezobòtac sã
22889	cieszenie się	ceszenié sã
22890	Nie wybrano sesji	Nie wëbrano sesëji
22891	kaszuba	kaszëba
22892	Na pewno włączyć ?	Chcesz na gwës włączëc?
22893	Dominika	Domnika
22894	chłodniczy	chłodniczi
22895	Olivier Bédard	Olivier Bédard
22896	mgielny	mglësti
22897	Nowe Tai le	Nowi Tai Lue
22898	zabłysnąć	załisknąc
22899	hałas	trzepòt
22900	czatownik	pilôcz
22901	mecheliński	mechelińsczi
22902	Ameryka Detroit	Amerika Detroit
22903	Dokument został zmieniony. Zapisać go, czy anulować zmiany?	Dokùment òstôł zmieniony. Zapisac gò czë pòrzucëc zmianë?
22904	tłumaczenie	tłomaczenié
22905	Tryb zwykły	Zwëkòwi trib
22906	Pomoc kontekstowahelp	Kònteksthelp
22907	jaśniejszy	widniszi
22908	lotność	lecëzna
22909	grzechotka	grzechòtka
22910	wąsaty	wąsati
22911	nadłamać	nadłamiac
22912	pigwa	pigwa
22913	piszczałka	piszczówka
22914	Pełny kolorfillstyle	Editëjë farwãfillstyle
22915	drogowy	drogòwi
22916	źródło	pòkón
22917	stosuje arkusz stylów Qt do interfejsu programu	dodôwô sztélë Qt do widżetów aplikacëji
22918	cis	Cis
22919	niemczyć	niemczëc
22920	odpiąć	òddzerzgnąc
22921	Joanna	Joana
22922	żebrać	betlowac
22923	kalwarijsczi	kalwarijsczi
22924	bursztyniarz	bùrsztiniôrz
22925	foliować	fòliowac
22926	Opcje zadania	Òptacëje robòtë
22927	perkalowy	perkalowi
22928	bagażowe	bagażowé
22929	nawieźć	nadwiezc
22930	Podpodtyp	Pòdpòdôrt
22931	burza tropikalnaweather forecast	weather forecast
22932	basso profondo	głãbòczi bas
22933	Przystępowanie do usunięcia wybranych plików	Rëchtowanié do rëmniãcégò wëbrónëch lopków
22934	Znajduje pasujące zakładki w przeglądarce internetowej q. list of all konqueror bookmarks	Wëskrzëniô wszëtczé sécowé załóżczilist of all konqueror bookmarks
22935	nadawca	nadôwca
22936	Wersja programu upewnij się przed wysłaniem, że nie ma nowszej wersji tego programu	Wersëjô programë ùgwësni sã przed wësłaniém, że nie je ju przistãpnô nowszô wersëjô
22937	rodzice	starszi
22938	celnik	celnik
22939	początek	pòczątk
22940	żbik	dzëwi kòt
22941	zastępowanie	rezentowanié
22942	akcelerator cząstek	akceleratór
22943	Odwracanie wzdłuż długiej krawędzi zwykłe	Òdwracanié zdłużą dłëdżégò rańtu zwëkòwé
22944	przesiadywać	wësadac
22945	smród	smarg
22946	dowcipne określenie jakiej rzeczy	tãgùtka
22947	piana	szum
22948	wilgotny	sëri
22949	ukochany	mùlk
22950	rozciagać się	rozcëgac sã
22951	Rozwiązywanie ten pasjans nie wyszedł.	Ta gra je przerzniãtô.
22952	Papier fotograficzny połyskliwy mium	Òdjimny łiszczący papiór mium
22953	uprzejmy	żëczny
22954	wrastać	wrastac
22955	bezśnieżny	bezsnieżny
22956	wąwóz	wądół
22957	wcisnąć się	welnąc
22958	O komponencie edytora info status Statusbar label for cursor line and column position	Ò kòmpònencé editorë info status Statusbar label for cursor line and column position
22959	biegnik	biegnik
22960	zakląć	zakląc
22961	programista SSL, wtyczki Netscape	Ùsôdzca SSL, Netscape pluginsë
22962	Zainstalowane wtyczki tapet	Zajinstalowóné wtëkaczë tapétów
22963	dryfkotwa	drifkòtew
22964	megaom	megaom
22965	cembalo	klawicymbôł
22966	wciskać się	wcëskac sã
22967	Kasowanie	Rëmanié
22968	owrzodzieć	òwrzodzëc
22969	C Jeroen Wijnhoutpalette name	C Jeroen Wijnhoutpalette name
22970	prostować	prostowac
22971	walcowanie	walcowanié
22972	wyznawać	wëznawac
22973	Zadanie	Robòta
22974	który	chtëri
22975	szynkowy	szãkòwi
22976	Kaszubski	Kaszëbsczi
22977	Wypisz informacje o wersji	Pòkôżë wëdowiédzã ò wersëji
22978	elastyczny	sprãżësti
22979	nadchodzić	nadchadac
22980	Wyszukiwanie.	Szëkba
22981	Jeśli nie masz pewności, czy to taki sam raport, podążaj za głównymi opcjami, aby wstępnie oznaczyć Twoją awarię jako duplikat tego raportu. Jest to najczęściej najbezpieczniejsze działanie. Nie możemy rozłączyć raportów o błędach, lecz łatwo możemy je połączyć. info	Jeżlë nie jes gwës czë to taczi sóm rapòrt, biéj za przédnymaòptacëjama abë nacéchòwac twòje załómanié jakno duplikat tegò rapòrtu. Je to nôbażi zycher dzejanié, Nie jesmë w sztãdze rozparłãczëc rapòrtów ò felach, mòżemë je równak letkò sparłãczëc. info
22982	skrzydło	skrzëdło
22983	Zastosuj listę urządzeń do	Ùżëjë lëstã ùrządzeniów na
22984	usuwać się	ùsëwac sã
22985	jezioreczko	jezóreczkò
22986	przesypać	przegarnąc
22987	rojny	rójny
22988	przyleźć	przëlażac
22989	odtąd	òdtąd
22990	Nieprawidłowy typ kalendarzaCoptic	Lëchi ôrt kalãdôrzaCoptic
22991	Nazwa typu	Miono ôrtu
22992	przedwieczorny	przedwieczórny
22993	brukselski	brukselsczi
22994	Częstotliwość próbkowania	Zamanówszosc próbczi
22995	giełda	gôłda
22996	Program można znaleźć w następujących pakietch	Programã mòże nalezc w nëch paczétach
22997	Znak oznaczający liczby dodatnie	Céch òznaczający dodatné lëczbë
22998	momentami słonecznieweather forecast	weather forecast
22999	bliskość	bliskòsc
23000	Opuszczasz graficzne menu uruchamiania i rozpoczynasz tryb interfejsu tekstowego.	Òpùszczôsz graficzné menu zrëszaniô systemë i zrësziwôsz tekstowi interfejs.
23001	sroczę	sroczã
23002	całkiem	dërch
23003	doklejać	doklejac
23004	baronowy	barónów
23005	przypominać	przëbaczac
23006	usypać	wësëpac
23007	Można określić, które części dokumentacji mają być włączone do pełnotekstowego indeksu poszukiwań. Możliwe opcje to strony pomocy KDE, zainstalowane strony podręcznika man oraz zainstalowane strony informacji info. Można wybrać dowolną ich ilość.	Mòże wëbrac chtërné dzéle dokùmentacëji mają bëc włączoné do fùltekstowégò indeksowaniô szëkbë. Mòżlëwé òptacëje to starnë pòmòcë KDE, winstalowóné starnë pòdrãcznika man ë winstalowóné starnë wëdowiédzë info. Mòżë wëbrac swòjowólną ich wielënã.
23008	dpi, Kolor, pojemnik z tuszami kolorowymi, zwykły papier	dpi, farwa, zabiérnik z tińtama farwnëma, zwëkòwi papiór
23009	zamorski	zamòrsczi
23010	pławić	pławic
23011	ferwor	przejãcé
23012	przybliżać się	przëblëżac
23013	zniecić	zaniecëc
23014	bocian	bòck
23015	umierać	padac
23016	okleina	òblepina
23017	bałagan	gnój
23018	Szacowany	Taksowóny
23019	okazałość	srogòsc
23020	omam	òmana
23021	Return	Return
23022	ekspedient	przedôwôcz
23023	podpisywać się	pòdpisowac sã
23024	Tu wprowadź nazwę widoku.	Wpiszë tuwò minimalną wôrtnotã dlô wëskrzëniôcza.
23025	przedstawić	zazeńtowac
23026	Wyrównaj do siatkiIcons on the desktop	Wërôwnanié do mrzéżcziIcons on the desktop
23027	uporządkować	ùszëkòwac
23028	wygrabiać	wëgrabiac
23029	żuraw	truracz
23030	Określa, czy wyszukiwany tekst ma być traktowany jak zwykły, czy jak wyrażenie regularne	Nastôwiô, czë szëkónô fraza mô bëc intertowónô jakno zwëczajny tekst czë regùlarny wësłów
23031	rozplątywać się	rozplãtowac sã
23032	kłusem	dribczą
23033	Lempira hondurańska	Hòndurańskô Lempira
23034	ubiegać	ùbiegac
23035	reja	raja
23036	dolomit	dolomit
23037	kawałek	sztëk
23038	Selma	Selma
23039	Zamarzający deszcz lub deszczweather forecast	weather forecast
23040	szuflada	szuflôda
23041	dopóki	pòkąd
23042	pies	pies
23043	Informacja o liście odtwarzania	Wëdowiédza ò lësce graniô
23044	absolutny	całowny
23045	"Przesyłka internetowa częściowa x """	"Internetowi przesélk dzélowô x """
23046	grabić	remijaszëc
23047	czarnoksięstwo	czôrnoksãżstwò
23048	wieżyczka	wieżëczka
23049	Siatka	Mrzéżka
23050	upominać	sztrôfòwac
23051	Lasaczka	Lasôczka
23052	Poprzednia pozycja na liście	Wczasniészi element w lësce
23053	półwysep	półòstrów
23054	ludzie	lëdze
23055	wojskowy	wòjskòwi
23056	powróz	wãżëszcze
23057	Okno zapytania z klawiszami Tak Nie	Òkno pëtaniô z knąpama Jo Nié
23058	mrugać	mërgòtac
23059	Singiel	Singel
23060	pięcioletni	piãcroczny
23061	adwentowy	jadweńtowi
23062	Zamiećweather forecast	weather forecast
23063	słuchaj	czo
23064	odmywać	omëwac
23065	dekoratorski	dekòratorsczi
23066	mieć pozór czego	wëzerac
23067	droga bita	szasëjô
23068	Ostatnie	Slédné
23069	Antarktyda Casey	Antarktida Casey
23070	motowidło	mòtowidło
23071	Możliwe opady śniegu lub ulewy burzoweweather forecast	weather forecast
23072	dziewiątka	dzewiątka
23073	pociągowy	banowi
23074	wylęknąć się	wëlëknąc sã
23075	obecnie	pòdczasczi
23076	Proszę dodać kilka apletów z paska narzędzi na dole widoku kontekstowego.	Proszã dodac përznã apletów z lëstwë nôrzãdzów, jaką nalézc mòże na dole kòntekstowégò widokù.
23077	pieniądz	pieniądz
23078	żurek	żur
23079	analfabeta	niepisownik
23080	Żądano katalogu, ale zwrócony został plik.	Żądano kataloga, a przëszed nazôd lopk .
23081	Odwróć klawisze kursorów	Òdwrócë farwã klawiszów
23082	głupiec	lôla
23083	krzyk	hërlëka
23084	nadaremnie	nadaremno
23085	Nienazwane	Niézatitlowóny
23086	schab	schab
23087	Skrót do zrzutu ekranu	Skrodzëna dlô zdrzucënkù ekranu.
23088	Uruchom operacjęPlasma engine with unknown name	Sztartëjë dzéjaniéPlasma engine with unknown name
23089	pobliże	pòblëżé
23090	Wybór tej opcji spowoduje, że na kartach zamiast ikon witryn będą wyświetlane przyciski zamknięcia karty.	Wëbiérk ti òptacëji doprowôdzy do tegò, że w placu ikòn witrinë bãdą wëskrzëniwóné knąpë zamkniãcô kôrtë.
23091	Kiedy jest to potrzebne	Czedë to je le nót
23092	wymalować	namalowac
23093	Wykrywanie zmian RANDR monitora	Rozpòznôwanié zmianów RANDR mònitór
23094	Możliwa mżawka z deszczemweather forecast	weather forecast
23095	partner	partner
23096	W czasie wczytywanie dokumentu ustawia zakładki w liniach pasujących do podanego wzorca	Wstôwiô, òbczas wczëtëwaniô, załóżczi w pasownëch réżkach do dónegò mùstra
23097	Syryjski	Syrijsczi
23098	zuchwały	pëskati
23099	Styl	Dopasëjë farwë
23100	Tajlandia	Tajlandzkô
23101	arcybiskupi	arcybiskùpsczi
23102	Potwierdzenie cofnięcia kopiowania pliku	Zaktualnienié kònfigùracëji systemë
23103	dostrajanie	dostrôjanié
23104	paskudnik	swiniôrz
23105	małomówność	małomównosc
23106	Konrad	Kónrôd
23107	dworactwo	dwòractwò
23108	bławatny	jedwôbny
23109	Tylny podajnik	Slédny pòdajnik
23110	OLWM	OLWM
23111	encyklika	encyklika
23112	sprawować się	sprawòwac sã
23113	ozłacać	òzłacac
23114	mówić po polsku	polaszëc
23115	Słowa kluczowe raportu o błędzie info	Kluczowé słowa rapòrtu ò felë
23116	huśtawka	zybówka
23117	beletryzacja	zbeletrizowanié
23118	nabzdurzyć	naklektac
23119	Wysokość	Wiżô
23120	przyczyniać	przëczëniac
23121	idea	jidea
23122	Normalna	Normalnô
23123	źrebię	zgrzébiã
23124	Nie można utworzyć indeksu.	Nie mòże zbùdowac indeksu.
23125	Europejski Foolscap	Eùropejsczi Foolscap
23126	trud	trud
23127	jasność ekranuNote this is a KRunner keyword	widnosc ekranuNote this is a KRunner keyword
23128	kuknąć	kùknąc
23129	apostazja	apòstazjô
23130	Plik nie istnieje lub nie jest do odczytu, działanie programu zostanie przerwane.	Lopk felëje, abò nie je czëtny, òprzestanié.
23131	Olaf	Òlaf
23132	orzeczenie	òrzeczenié
23133	żydziątko	żidczątkò
23134	bek	blek
23135	PowiększenieGeneric	ZwikszaniéGeneric
23136	ociążale	lébawò
23137	Fes	Fes
23138	deponowanie	depònowanié
23139	Nigeria	Nigerijô
23140	Obrazy znaków sterującychKCharselect unicode block name	Kòntrolné òbrôzëKCharselect unicode block name
23141	ropucha	kątór
23142	wytrzeć	wëtrzéc
23143	diodowy	diodowi
23144	grubiański	grob
23145	kandydatka	kandidatka
23146	gnieść	mic
23147	dolny	spódny
23148	Zainstaluj Ubuntu w trybie tekstowym	Instalëjë w tesktowim ôrce
23149	żreć	żgrzéc
23150	stałość	wiérnosc
23151	ponumerować	pònumrowac
23152	wielomówność	mòwnosc
23153	Sygnał dźwiękowy	Zwãk zwónka
23154	bezmocz	bezmòcz
23155	Utwory tego wykonawcy	Wëpalë wszëtczé sztëcczi negò artistë
23156	Czad	Czad
23157	Mały menedżer okien nie podlegający konfiguracji	Môłi menadżera òknów bez mòżnotë kònfigùracëji
23158	Ramka	Rama
23159	chrapa	chrapa
23160	obłazić czymś	òbłazëc
23161	c Autorzy KDM	c Ùsôdzcë KDM
23162	bezklasowy	bezklasowi
23163	emisyjny	emisyjny
23164	alpinista	alpòwnik
23165	tłustawy	tłëstawi
23166	budowniczy	bùdownik
23167	Usuwanie plików z nie jest obsługiwane.	Rëmanié lopków z nie je òbsłëgiwóné.
23168	Błąd podczas przetwarzania pliku nagłówkowego w wierszu	Przë przetwarzaniô include , réżka pòkôza sã fela
23169	bezdomny	bezdomôcy
23170	Usuwaj spacje przy uruchamianiu działań	Rëmôj spacëje przë zrëszaniu dzejaniów
23171	Wstępne wczytanie Konquerora przy uruchamianiu KDE	Wstãpny wladënk Konquerora przë zrëszaniu KDE
23172	Ekran zmieni kolor na zadany na podany poniżej czasu.	Ekran zmieni farwã na pòdany niżi czas.
23173	numerata	zapisanié
23174	do zobaczenia	do ùzdrzeniô!
23175	końcówka	néga
23176	taniec	tuńc
23177	srebrny	strzébrny
23178	łoisty	łojowati
23179	bazarowy	hańdlarsczi
23180	zło	złé
23181	cykliczny	cykliczny
23182	Kolor przetwarzania CMYK	Farwa przerabiania CMYK
23183	dewot	pòbóżnik
23184	dobrotliwość	jemnosc
23185	bitum	bitum
23186	brodziec	szlapnik
23187	Brunei Darussalam	Brunei Darussalam
23188	dłuto	dłóto
23189	strategiczna gra	sztrategicznô jigra
23190	podojrzewać	pòdozdrzelec
23191	liche	lichòtné
23192	zamorzyć się	zamòrzëc sã
23193	rodzaj ziemi glinkowej	mùlëzna
23194	podnosić	pòdjimac
23195	Ramka	Zmieni farwã ramë
23196	przyjść do przekonania	ùznac
23197	Identyfikator użytkownika	Identyfikatora brëkòwnika
23198	Dodaj do kolorów użytkownika	Dodôj do swòjich farwów
23199	Nie można utworzyć odnośnika symbolicznego. Proszę sprawdzić uprawnienia.	Ni mòże ùsôdzëc symbòlicznegò lënka . Proszã sprôwdzëc prawa.
23200	Pitcairn	Pitcairn
23201	bojkotowanie	bòjkòtowanié
23202	rodzić	rodzëc
23203	deklinacja	deklinacjô
23204	belferować	naùczac
