	pol_Latn	csb_Latn
23620	Compositing bëł za wòlny ë òstôł zastãpiony. Jeżlë to bëła le doraznô problema, to mòżesz gò zrëszëc skrodzëną Mòżesz wëłączëc nã fùkcëjã w awanoswóny nastôwie efektów pùltu.	Rozszerzenie Composite było za wolne i zostało wyłączone. Jeśli to tylko czasowy problem, możesz włączyć je przy pomocy skrótu . Możesz także wyłączyć sprawdzanie szybkości działania w zaawansowanych ustawieniach.
23621	Burundzczi Frank	Frank Burundi
23622	dpi wësôk kwalitet, jednoczérënkòwi	dpi wysoka jakość, jednokierunkowy
23623	krziżati	barczysty
23624	Włączë òpiérã przë przësëniãcym òknów midze mònitorama	Włącz opór przy przesuwaniu okien między monitorami
23625	Super A	Super A
23626	òbłok	obłok
23627	mëkcëc sã	przypominać się
23628	Klondike	Klondike
23629	brëkòwnik kònsolëowner of shutdown	użytkownik konsoliowner of shutdown
23630	Mòże zamienic znaczi pò òbù starnach kùrsora wcëskając CtrlT	Można zamienić znaki po obu stronach kursora naciskając CtrlT
23631	pagòda	pagoda
23632	przëtãpò	tępo nieco
23633	òbtaczac	panierować
23634	kroplësti	kroplisty
23635	grzëmiec	grzmieć
23636	Nié mòże òdpëtac pòdsystemë PCI nie je wëkònywólny	Nie można uzyskać informacji o podsystemie PCI nie można uruchomić
23637	dzëkòwac	dziękować
23638	papac	jeść
23639	kôłcz	bułka
23640	Dëńsczi	Duński
23641	Eùropejsczi foolscap	Europejski foolscap
23642	széper	owczarz
23643	Ùsôdzë nowi katalog załóżków	Twórz nowy folder zakładek
23644	zolëc sã	walać się
23645	Lopk abò katalog ju je	Plik lub katalog nie istnieje
23646	czerwònawi	czerwonawy
23647	Thunderbird	Thunderbird
23648	doléczëc	doleczyć
23649	grula	świnia
23650	Pamiãc programë	Pamięć programu
23651	niéskùńczonyowner of shutdown	nigdyowner of shutdown
23652	weather forecast	Zamarzający deszcz ze śniegiemweather forecast
23653	kalibrowac	kalibrować
23654	We Wë terô w dzejanim	Operacje I O w trakcie
23655	przedobëwac ã	przemagać się
23656	baszka	bazia
23657	przepòcëc	przepocić
23658	Zapisëwanié do lopka	Zapis do pliku
23659	kadr	kadr
23660	bërsz	dubelt
23661	wërëdowac	wytrzebić
23662	snôżosc	śliczność
23663	rozstaje	rozdroże
23664	sztëga	kopa
23665	sromòta	wstyd
23666	Serwera Nepomuk nie robi. Nastôwë òstałë zapisóné ë bãdą w ùżëcym przë pòstãpnym zrëszeniu serwerë. info status is an error message returned by a dbus interface.	Serwer Nepomuka nie działa. Ustawienia zostały zapisane i będą użyte po jego następnym uruchomieniu. info status is an error message returned by a dbus interface.
23667	wëzwëskòwac	wyzyskiwać
23668	nieubëtno	niespokojnie
23669	ùjic	ująć
23670	łôwkòwi	ławkowy
23671	mòrdowanié	pastwienie
23672	wëbëc	być do końca
23673	chroniczno	chronicznie
23674	pùtczëcy	prosięcy
23675	gnijusowati	leniuchowaty
23676	dze	gdzie?
23677	żniwò zemi	płody ziemi
23678	Wëpróbùjë Mythbuntu bez instalacëji	Wypróbuj Mythbuntu bez instalowania
23679	òkropno niegòdzëwi	bezecny
23680	mërlëna	zboże
23681	Pòdskrzënianié syntaksë SQL	Podświetlanie składni SQL
23682	PeftoouCoptic	PeftoouCoptic
23683	łacha	ławica
23684	Adéla	Adela
23685	spùst	cyngiel
23686	òbrëkòwac	ożerdziować
23687	kùlon	kulon
23688	Wëbiérzë brëkòwników, dla jaczéch mô bëc włączoné logòwanié bez pòdôwaniô paroli. Môle òznôczoné przez to grëpë brëkòwników zaznaczenié grëpë je równe zaznaczeniu wszëtczéch brëkòwników z grëpë. group	Wybierz użytkowników, dla których ma być włączone logowanie bez podawania hasła. Pozycje oznaczone przez to grupy użytkowników zaznaczenie grupy jest równoważne zaznaczeniu wszystkich użytkowników z grupy. group
23689	szwadżerstwò	szwagrostwo
23690	Rozszérzenié lopkù zdroju	Znajdź w źródle
23691	EpeCoptic	EpeCoptic
23692	naskacëc	naniecić
23693	dżibczi	gibki
23694	szchalowac	szkalować
23695	blek	beczenie
23696	wòlno	wolno
23697	Dzërżenie	Rdzenie
23698	gôłdowi	giełdowy
23699	Snôżi	Zdumiewający
23700	znaczëc	znaki robić
23701	Lëchi nastôw pòstrzédnika	Nieprawidłowe ustawienia pośrednika
23702	brëkòwanié	używanie
23703	makaroniôrz	makaroniarz
23704	szescsetny	sześćsetny
23705	miąszi	gruby
23706	mùlk	bogdanka
23707	skamżoch	wydrwigrosz
23708	zjednóné kraje americzi	stany zjednoczone
23709	Blisczi Pòrénk	Bliski Wschód
23710	niezgòdnota maczérówQXml	niezgodność znacznikówQXml
23711	dwùlicowòsc	dwulicowość
23712	wëszwiechcëna	banał
23713	pùdełkò	futeralik
23714	Darmôk klon grë Scorched Earth Spalonô Zemia dlô Uniksa ë XWindow	Darmowy klon gry Scorched Earth Spalona Ziemia dla Uniksa i XWindow
23715	òbarchniałi	głupi
23716	zdżinąc	zginąć
23717	Pamiãc drëkôrza . Mb	Pamięć drukarki. Mb
23718	wëczin	eksces
23719	Skùtk òstôł zapisóny do lopka this is the label for the name textfield	Wyniki zostały zapisane do pliku this is the label for the name textfield
23720	nagnac	nagnać
23721	sarcësti	siarczysty
23722	Menadżera sécë .	NetworkManager.
23723	Nowô pòlitika dlô kùszków	Nowa polityka wobec ciasteczek
23724	żartoblëwi	żartobliwy
23725	W pòrządkù	W porządku
23726	Mòje rekòmendacëje	Moje rekomendacje
23727	trzôsk	alarm
23728	kòszlawi	koślawy
23729	dzesãcobòk	dziesięciobok
23730	przédny	przedni
23731	Òtemkni w	Otwórz w programie
23732	Wstawi znakòwniczi placu	Wstaw znacznik miejsca
23733	na dwa kònie	parokonny
23734	Wëbróny brëkòwnik option radio selected user	Wybrany użytkownik option radio selected user
23735	WëłączonyItems, as in music	Wyłączony
23736	sprawòwac sã	zachowywać się
23737	stãpnik	peron
23738	dobëcé	zwycięstwo
23739	Wëtni	WytnijPaste
23740	KDE passwd	KDE passwd
23741	starosta	starosta
23742	administrowanié	administrowanie
23743	nôparce	uparcie
23744	NO PROXY	NO PROXY
23745	kùlzac	kuleć
23746	trądlista	perkusista
23747	Przezérnik telegazétë	Przeglądarka telegazety
23748	PesnauCoptic	PesnauCoptic
23749	na baker	na bakier
23750	òkùlôrë	okulary
23751	wòlné cwiczënczi	ćwiczenia wolne
23752	fechtôrz	żebrak
23753	Google archiwa diskùsjowëch karnówQuery	Google archiwum grup dyskusyjnychQuery
23754	keta	łańcuch od roweru
23755	Timczasny Cwiôrdi disk	Tymaczsowy dysk twardy
23756	smiecëc	śmiecić
23757	Dodôwné domenë do przezéraniô	Dodatkowe domeny do przeszukiwania
23758	szargańsczi	hołyszowski
23759	gòrszëcelka	gorszycielka
23760	Tëreckô	Turcja
23761	Pòcztowô kastka z tribã zszëwôcza	Skrzynka pocztowa z trybem zszywacza
23762	Òptimizowóné przëspieszenié OpenGL dlô nowszëch kartów graficznëch ATI	Zoptymalizowane przyśpieszanie sprzętowe OpenGL dla nowszych kart graficznych ATI
23763	Wszelejaczé symbòleKCharselect unicode block name	Różne symboleKCharselect unicode block name
23764	miechòwi	workowy
23765	cëzożëwizna	pasożytnictwo
23766	zrzódło	źródło
23767	Nie mòże òdtwòrzëc kalibracëjnëch wôrtnotów dlô ùrządzenia joysticka	Nie można odtworzyć wartości kalibracyjnych dla urządzenia joysticka
23768	Aron Boström	Aron Boström
23769	plecë	plecy
23770	òdrechòwac	odliczyć
23771	Amerika Dawson	Ameryka Dawson
23772	ruchniónka	szafa ubraniowa
23773	pòtłukac sã	sponiewierać
23774	Mak	Mak
23775	Felënk prawa do czëtaniô z negò dostónka	Brak praw do zapisu do czytania z tego zasobu.
23776	czëc	czuć
23777	Czérownik drëkera	Sterownik drukarki
23778	Iran	Iran
23779	gbùrczón	gburek
23780	Pònowné zrëszenié kòmpùtrarestart computer	Uruchamia komputer ponownierestart computer
23781	Pòdajnik kaseta na papiór	Podajnik kaseta na papier
23782	wërzãdzëc	wyrządzić
23783	tacnikòwô pòcztowô kastka trib pòcztowi kastczi	schowkowa skrzynka pocztowa tryb skrzynki pocztowej
23784	zasmùcac	zasmucać
23785	pąkt	kropka
23786	przëchëczé	obejście
23787	Minimalizëjë òkno	Minimalizacja okna
23788	lubota	miłość
23789	Trib wielotacnikòwi pòcztowi kastczi	Tryb wieloschowkowej skrzynki pocztowej
23790	kluczëk	kluczyk
23791	Fela nie je pòdóny ôrt dokùmentu.	Błąd nie podano typu dokumentu.
23792	Zszëwôcz maksymalno cedelków	Zszywacz maksymalnie kartek
23793	Wspiéróné przez backstage. bbc. co. uk Pòdôwczi z wiodrowégò biura UK MET	Obsługiwane przez backstage. bbc. co. uk Dane z biura UK MET
23794	ArchA	ArchA
23795	czejbë	gdyby
23796	ùmknąc	umniejszyć
23797	camer	kloc
23798	òdcziwnąc	odpowiedzieć machaniem na
23799	You are about to translate the Cos COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.	sinYou are about to translate the Cos COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.
23800	gajisti	gajowy
23801	Tuwò mòże ùzdrzëc hierarchiczną lëstã ôrtów lopków zainstalowónëch w systemie. Klëkni na merk bë rozwinąc kategòrëjã abò na merk , bë jã zamknąc. Zaznaczë ôrt lopka np. text html dlô lopków HTML bë przezdrzec zmienic wëdowiédzã ò nym ôrce lopka z pòmòcą kòntrolków z prawi starnë.	Tutaj można zobaczyć hierarchiczną listę typów plików zainstalowanych w systemie. Kliknij na znak aby rozwinąć kategorię lub na znak , by ją zamknąć. Zaznacz typ pliku np. text html dla plików HTML aby przejrzeć modyfikować informacje o tym typie pliku za pomocą kontrolek po prawej stronie.
23802	miarznica	zamrażarka
23803	Szérz pasma z	Szerokość pasma z
23804	cziwùtczën	czajczy
23805	Zrëszô asystenta raportowaniô felów. button this is the debug menu button label which contains the debugging applications	Uruchamia asystenta raportowania błędów. button this is the debug menu button label which contains the debugging applications
23806	bez głowë	bezgłowy
23807	ùpi	strzygoń
23808	skrojic	skroić
23809	Wëzdrzatk ikònów	Widok ikon
23810	rozgłosëc	rozgłosić
23811	Gentoo label listbox KDE distribution method	Gentoo label listbox KDE distribution method
23812	krziżëjący sã	krzyżujący się
23813	bez wseczëców	bezuczuciowy
23814	òczennica	okiennica
23815	bączôl	nać
23816	Nagriwô wideò na twòjim pùlce	Pozwala nagrywać Twój pulpit
23817	drzistówka	rozwolnienie
23818	wëkłôd	wynoszenie
23819	dil	koper ogrodowy
23820	Hana	Hanna
23821	Céchùjë listew chwëtu niżi òknów	Rysuj pasek uchwytu poniżej okien
23822	Spòkójny Òcean Port Moresby	Ocean Spokojny Port Moresby
23823	szëderskò	szydersko
23824	stojizna	położenie
23825	Bòdôj, le miona fòntów nie mògą bëc zmieniané.	Niestety, nie można zmieniać nazw czcionek.
23826	Lëczba òdbëców głowicë na linijã	Liczba przebiegów głowicy na linię
23827	ògromno	bardzo
23828	jiwer	zgryzota
23829	Judôszk	judaszek
23830	bezzwãkòwi	bezdźwięczny
23831	wôrt	wart
23832	patologiô	patologia
23833	Konfigùracëjô pòwiązaniów lopków	Konfiguracja skojarzeń plików
23834	mierzëc	mierzyć
23835	papra	papka
23836	etatowi	etatowy
23837	Przełãczë na kònsola	Przełącz na konsolę
23838	Pagumen	Pagumen
23839	óła!	aj!
23840	kòbëli	kobyli
23841	maklerstwò	maklerstwo
23842	grińszpanowi	grynszpanowy
23843	zabierac	zabierać
23844	wësłôwca	panegirysta
23845	młócôrz	młocarz
23846	Le ne ôrtë sztëczków mògą bëc ladowóné do MPTunes mp, mp, ma, aac, wma ë ogg.	Tylko następujące typy utworów mogą być wysłane do MPtunes mp, mp, ma, mp, aac, wma i ogg.
23847	dobromëslnosc	dobroduszność
23848	Nëja	Neja
23849	sahara	sahara
23850	pamflecysta	pamflecista
23851	szëszmiéń	płat śnieżny
23852	skrómny	skąpy
23853	pòd	ku
23854	cemniô	ciemnia
23855	piéck	piecyk
23856	Zwikszë głosnosc	Zwiększ głośność
23857	gwiôzdka	Boże Narodzenie
23858	pòdstãpnosc	podstępność
23859	Ritech	Ritech
23860	pentoda	pentoda
23861	chòszczka	rzodkiew
23862	paralelno	paralelnie
23863	pateticzno	patetycznie
23864	ùlegnąc	uspokoić się
23865	GPL v license	GPL v license
23866	nakôzywanié	nakazywanie
23867	przesedlac sã	przesiedlać się
23868	Miono wëskrzëniającégò ùrządzenia	Nazwa urządzenia wyświetlającego
23869	Òptacëje szëkbë	Ustawienia wyszukiwania
23870	łãgòwac sã	paczyć się
23871	kabòtażowi	kabotażowy
23872	dekstrina	dekstryna
23873	karszny	krzepki
23874	lãksny	zgnily
23875	dozérca	nadzorca
23876	zpilka do zapiãcô	agrafka
23877	ekran	ekran
23878	chmùreczka	chmureczka
23879	chrochtanié	chrząkanie
23880	dpi, òdjimny, farwné tintë òdjimne, papiór Premium	dpi, fotograficzny, tusze kolorowe fotograficzne, papier Premium
23881	Farwa fòto CcMmY	Kolor foto CcMmY
23882	maszina	maszyna
23883	mamłać	mamlać
23884	czosniôk	czosnek
23885	kłosësti	kłosisty
23886	pòniżac	poniżać
23887	Kategòrëjô	Znak
23888	mało òriginalno	banalnie
23889	pòmanic	pozwodzić
23890	Wtëkôcz Icedtea Java	Wtyczka Icedtea Java
23891	słëpsczi	słupski
23892	weather forecast	Możliwe lekkie opady śniegu lub krupy lodoweweather forecast
23893	Ùsôdzë nową schémã farwów òpiartą na wëbróny	Utwórz nowy zestaw kolorów z wybranego
23894	Môlowé podcastë	Lokalne podcasty
23895	òdpòczink	odpoczynek wieczny
23896	pòdodac	pododawać
23897	brzadownictwò	sadownictwo
23898	Zaznaczë pòłożenié listwë dzejaniów	Zaznacz pozycję paska zadań
23899	przesôdzkòwi	promocyjny
23900	lubòtnik	wielbiciel
23901	wanożnik	obieżyświat
23902	môg	rozum
23903	gòwniôk	żuk
23904	apartnosc	osobliwość
23905	Amerika Argentina Mendoza	Ameryka Argentyna Mendoza
23906	babcia	babka
23907	zwiartosc	zaciętość
23908	czéda	łańcuch
23909	òpaska	banderola
23910	rakôrka	rakarka
23911	Editëjë biéżny profil	Modyfikuj aktualny profil
23912	dpi, pòwlekóny papiór	dpi, papier powlekany
23913	Zmiana tokena ùdowierzaniô	Zmiana żetonu uwierzytelniania
23914	fps	fps
23915	Òprzestóń	Anuluj
23916	Aùstralëjô Hobart	Australia Hobart
23917	człowieczi	ludzki
23918	Programa demona skùńcza sã z felą.	Działanie demona zakończyło się błędem.
23919	Òtemknąc ? Miono Ôrt	Otworzyć ? Nazwa Typ
23920	wëzwònic	wydzwonić
23921	C Matthias Ett ett kde. org	C Matthias Ett ett kde. org
23922	nakarmic	Nakarmić
23923	rozedrzéc sã	rozedrzeć się
23924	Nôrzãdzé KDE dlô zapëtaniów a kòntrolë twòjich interfejsów sécë z rézë pòlétów	Narzędzie KDE do uzyskiwania informacji o interfejsach sieciowych i do kontrolowania ich z wiersza poleceń
23925	Szczużk	Szczużk
23926	przegrzecha	licho
23927	Lëterë mòdifikacëji tonu	Modyfikujące litery tonów
23928	Przezérnik lopków DVI	Przeglądarka plików DVI
23929	òddzôł	część
23930	slôdk	rufa
23931	efekt Dopplera	efekt Dopplera
23932	òbrzészk	obowiązek
23933	nieczësto	plugawo
23934	info	Błąd otwierania pliku do synchronizacji, wiersz błędu info
23935	Na biéżny pùlt	Na aktualny pulpit
23936	cerzplëwòsc	cierpliwość
23937	Sztél GTK	Styl GTK
23938	zadrzec sę	skaleczyć się
23939	pòwinnosc	obowiązek
23940	kòkòsowi	kokosowy
23941	jãdrznosc	krzepkość
23942	ùdëtkòwienié	sponsoring
23943	demagògiô	demagogia
23944	klëmkòwac	majsterkować
23945	balneologiô	balneologia
23946	apartnik	oryginał
23947	mòrdarsczi	zbójecki
23948	Instalëjë nowi wëzdrzatk	Zainstaluj nowy motyw
23949	grzeba	maruda
23950	pòdłëbac	podłubać
23951	przëcygnąc	przyciągnąc
23952	Palétë	Łączy palety
23953	Debuger pòdôwków	Debugger danych
23954	celebrowac	celebrować
23955	elektronicznô mùzyka	elektroniczna muzyka
23956	Internetowô baza filmów IMDB Query	Internetowa baza filmów IMDB Query
23957	biblioteka	biblioteka
23958	sztucer	sztucer
23959	zaprawë	przetwory
23960	"Òtmëkô plac zrzeszony z ""skrodzëną"" w przezérnikù zapëtaniém q. Znóné skrodzënë zamëkają w se"	"Otwiera lokalizację związaną ze ""skrótem"" w przeglądarce internetowej i zapytaniem q. Znane skróty to między innymi"
23961	Pòlét głosnosc wëmôgô pòdania argùmentu równiô.	"Polecenie ""volume"" wymaga argumentu ""level."""
23962	Wëbiérzë	Wybierz
23963	Minimum	Minimum
23964	ScreenMatch sRGB	ScreenMatch sRGB
23965	rené	jutrznia
23966	ùrządzenié	urządzenie
23967	karowac	toczyć
23968	miészkòwi	woreczkowy
23969	malënk	malowidło
23970	Wedle miona	Wg nazwy
23971	mòżnosc	możliwość
23972	jérkòwiczé	krzew janowca
23973	benefisowi	benefisowi
23974	ùrëwac	urywać
23975	dim	dym
23976	Twòjô serwera POP òbstoje, że òbsłëgùje TLS, leno aùtorizacëjô nie darzëła sã. Mòżesz wëłączëc TLS w mòdule Kriptografëjô w Centróm Kòntrolë.	Twój serwer POP twierdzi, że obsługuje TLS, ale autoryzacja nie powiodła się. Spróbuj wyłączyć TLS w module Kryptografia w Centrum sterowania.
23977	òdwiezc	odwieść
23978	Lingala	Lingala
23979	Òperacëjô nie je wspiérónô the unknown socket address family number	Ta operacja nie jest obsługiwana the unknown socket address family number
23980	Cuneiform	Pismo klinowe
23981	Firma	Firma
23982	nastôwiô miono programë	ustawia nazwę programu
23983	Nen zwãkòwi lopk nie je trzëmóny na môlowim kòmpùtrze. Klëkni na nen nôdpis bë wladowac gò.	Ten plik dźwiękowy nie jest przechowywany na lokalnym komputerze. Kliknij etykietę, aby go wczytać.
23984	nasz	nasz
23985	stur	ropa
23986	Brëkòwnik, do chtërnégò słëchô òbrôzk.	Użytkownik, do którego należy obrazek.
23987	niewërozëmiałi	apodyktyczny
23988	nakòsztac	wykosztować
23989	łożëskòwi	łożyskowy
23990	Certifikat serwera nie przeszedł ùwierzëtelnienia .	Serwer nie przeszedł testu uwierzytelnienia .
23991	grôpòwnik	kuchenna łapawica
23992	bezswiądny	nieświadomy
23993	wniebòwzãcé	wniebowzięcie
23994	ùja	pan
23995	nôleżenié	członkostwo
23996	wznosëc sã	wznosić się
23997	bùwrón	bałwan śniegowy
23998	cerografiô	cerografia
23999	Przëznóny przez No auth found	Udzielone przez uid No auth found
24000	Mònochromatikòwi, Floyd Steinberg	Monochromatyczny, Floyd Steinberg
24001	zajic	zaaresztować
24002	casnomëslący	zacofany
24003	klepa	klepa
24004	Òtaksëjë biéżny sztëczk	Oceń bieżący utwór
24005	przëlezc	nadejść
24006	zachrapiałosc	chrypka
24007	autosugestiô	autosugestia
24008	przejach	przejechać
24009	deszcz	deszcz
24010	cãżczi karabin maszinowi	ciężki karabin maszynowy
24011	namòczenié	namoczenie
24012	fónkcjonariusz	funkcjonariusz
24013	Rëmôj ùstawë.	Nie można przywrócić tego ustawienia
24014	dôwka	dawka
24015	przedferiowi	przedwakacyjny
24016	nazéwôcz	mianownik
24017	zadrëkòwac	zadrukować
24018	Pòdzérk zwãkù	Podgląd audio
24019	Kònfigùracëjô menedżera sesëji ë nastôwów wëlogòwaniô	Konfiguracja menedżera sesji i ustawień wylogowania
24020	nachùchac	nachuchać
24021	moklezna	pot
24022	Nié mòże rëmnąc wszëtczich lopków sparłãczonych z	Nie można usunąć wszystkich plików skojarzonych z
