	pol_Latn	csb_Latn
9376	Nie można usunąć programu: ten program jest systemowy i tylko administrator systemu może go usunąć.	Nie mòże rëmnąc programë: to systemòwô programa ë blós sprôwnik systemë mòże jã rëmnąc.
9377	Tylko ikony: na przyciskach pasków narzędzi wyświetlane będą tylko ikony (najlepsza opcja przy niskiej rozdzielczości). Tylko tekst: na przyciskach pasków narzędzi wyświetlany będzie sam tekst. Tekst obok ikon: na przyciskach pasków narzędzi wyświetlane będą obok siebie tekst i ikona. Tekst pod ikonami: na przyciskach pasków narzędzi wyświetlane będą ikony, a pod nimi tekst.	Blós ikònë: na knąpach lëstwów nôrzãdzów wëskrzëniwóné bãdą blóã ikònë (nôlepszô òptacëjô przë nisczi rozdzélnoscë). TBlós tekst: na knąpach lëstwów nôrzãdzów wëskrzëniwóné mdze sóm tekst. Tekst kòle ikònów: na knąpach lëstwów nôrzãdzów wëskrzëniwóné mdã kòle se tekst ë ikòna. Tekst pòd ikònama: na knąpach lëstwów nôrzãdzów wëskrzëniwóné mdą blós ikònë, a pòd nima tekst.
9378	Uruchamiany jest skonfigurowany menedżer okien. Proszę sprawdzić, czy menedżer został uruchomiony poprawnie i zatwierdzić zmiany. Poprzedni menedżer zostanie automatycznie przywrócony po 20 sekundach.	Skònfigùrowóny menadżera òczén je zrëszany. Proszã sprôwdzëc czë wësztartowôł òn pòprôwno ë zacwierdzëc zmianë. Poprzédny menadżera bãdze aùtomatno doprowadzony nazôd pò 20 sekùndach.
9379	Środowisko pulpitu UniksaName	Òkrãżé pùltu UniksaName
9380	Kolejkowanie XMMSName	Kòlejkòwanié XMMSName
9381	Składnik do przeglądania plików HTMLName	Kòmpònent do przezeraniô lopków HTMLName
9382	CzarnogóraName	CzôrnogóraName
9383	Konfiguracja wykrywania usługName	Kòfigùracëjô wëkrëwaniô ùsłëżnotówName
9384	Wznów wszystkie	Znowi wszëtczé
9385	Uaktywnij następną kartę	Aktiwùjë zôstną kôrtã
9386	Blokowanie sesji w KDE	Blokòwanié sesëji dlô robòcy òbédë KDE
9387	Maksymalna prędkośćName	Maksymalnô chùtkòscName
9388	Usunięcie zakładki	Rëminãce załóżczi
9389	Wstępne wczytanie Konquerora przy uruchamianiu KDEName	Wstãpny wladënk Konquerora przë zrëszaniu KDEName
9390	Zainstaluj skrypt	& Jinstalëjë skript
9391	2 (Portret)	2 (Pòrtret)
9392	Podwójna linia	Dëbeltnô linijô
9393	360×360dpi, 4- bitowy, półtony postscriptowe, weaving	360×360dpi, 4- bitowi, postscriptowé półtonë, weaving
9394	Zaznacz jeśli chcesz zachować konfigurację dokumentu (na przykład zakładki) pomiędzy sesjami edytora. Konfiguracja będzie przywrócona przy otwarciu, jeśli w międzyczasie dokument nie został zmieniony.	Zaznaczë jeżlë chcesz ùtrzëmac kònfigùracëjã dokùmentu (na przëmiôr załóżczi) midzë sesëjama editorë. Kònfigùracëjô bãdze doprowadzonô nazôd przë òtemkniãcu eżlë dokùment w midzëczasu nie òstôł zmieniony.
9395	Dopasuj do wymiarów strony	Dopasëjë do miarë starnë
9396	Nie podano nazwy usługi	Nie pòdónô miona ùsłëżnotë
9397	Kod z projektu kvt Ogólne usprawnienia	Kòd z ùdbë kvt Òglowé pòprôwczi
9398	CPAN - archiwum skryptów PerlQuery	CPAN - archiwa skriptów PerlQuery
9399	Czcionki użytkownika	Òsobisté fòntë
9400	Wersja szablonu@ title: column	@ title: column
9401	Dzamo zgodności dla hangyl	Kòmpatibilnota jamo Hangeul
9402	Nienazwany	Bez miona
9403	Strona w góręQShortcut	PgUpQShortcut
9404	Nie można otworzyć pliku do zapisu.	Nie mòże òtemknąc lopkù do zapisënkù.
9405	Nie można uruchomić klienta poczty:% 1	Ni mòże zrëszëc klienta pòcztë:% 1
9406	NiesklasyfikowanyBanner page	Bez klasëfikacëjiBanner page
9407	Nagłówki HTTP	Nagłówczi HTTP
9408	Wczytaj grę.	Ladowanié grë
9409	Pierwotny programista	Programista
9410	Nierozpoznana wersja WPA '% 1'	Nierozpòznónô wersëja WPA '% 1'
9411	Informacje ogólne	Òglowô wëdowiédzô
9412	Ponów:% 1	Znowa:% 1
9413	Peseta hiszpańskaName	Szpańskô PesetaName
9414	Ameryka/ Managua	Amerika/ Managua
9415	Podajnik 1	Pòdajnik 1
9416	& Powiel kartę	& Zwielokrotni kôrtã
9417	"Pakiet ""%s"" jest już zainstalowany"	"Paczét""%s"" ju je winstalowóny."
9418	Nie można czytać% 1.	Ni mòże czëtac% 1.
9419	MonakoName	MònakòName
9420	Wyświetl listę wszystkich obsługiwanych kluczy metadanych.	Lësta wszëtczich wspiérónëch kluczy pòdôwków meta.
9421	Typ pliku	Ôrt lopka
9422	Od lewej do prawej, od góry do dołu	Z lewò na prawò, z górë na dół
9423	Pytaj o potwierdzenie podczas zamykania okien z więcej niż jedną kartą.	Pëtôj za pòcwierdzenim czedë zamëkóné są òkna z wieloma załóżkama.
9424	Wbudowany styl Platinum, bez tematówName	Wbùdowóny sztél PlatinumName
9425	Szybkie ładowanie zwykłego papieru	Chùtczé ladowanié zwëkòwégò papióru
9426	Ustawienia serwera pośredniczącego. Serwer pośredniczący to program, który działa między Twoim komputerem a Internetem i dostarcza takich usług, jak buforowanie stron internetowy i/ lub filtrowanie. Serwery buforujące umożliwiają szybszy dostęp do już odwiedzonych stron dzięki temu, że zawartość tych stron jest przechowywana lokalnie. Serwery filtrujące umożliwiają blokowanie reklam, spamu i innych niepożądanych treści. W razie wątpliwości co do tej opcję najlepiej poradzić się dostarczyciela usług internetowych lub administratora systemu.	Nastôwë pòstrzédniczącegò serwera. Pòstrzédniczący serwer to programa, jakô robi midzë twòjim kòmpùtrã a Internetã ë dôwô taczé ùsłëżnotë, jakno bùfòrowanié internetowich starnów ë/ abò filtrowanié. Bùfòrującé serwerë dôwają mòżnotã chùtczészegò przëstãpù do ju òbzérónrch starnów dzãka temù, że zamkłosc tich starnów je trzëmónô môlowò. Filtrëjącé serwerë dôwają mòżnotã blokòwaniô réklamów, spamù ë jinszëch niechcónëch zamkłosców. Przë wątplëwòscach co do ti òptacëcj nôlepi jisc pò radã do dowòznika internetu abò sprôwnika systemë.
9427	Użyj tego przycisku, aby zainstalować brakujące pakiety symboli debugowania. @ info: tooltip	Brëkùjë ti knąpë do winstalowaniô felëjącëch paczetów z symbòlama debùgòwaniô. @ info: tooltip
9428	Serwer & SMTP:	& Serwera SMTP:
9429	Zaznaczanie	Wëbiérk
9430	Kontrola JackaName	Sprôwianié JackãName
9431	Kolejny wiersz	Skòkni dali
9432	Otwórz w & tym oknie	Òtemkni w & tim òknie
9433	(Własny)	(Swój)
9434	brakuje lewego ograniczeniaQRegExp	QRegExp
9435	Nie można znaleźć pliku binarnego:	Nié mòże nalezc binarnych.
9436	Tu można uaktywnić kombinacje klawiszy, włączające następujące funkcje: Lepkie klawisze: Wciśnij Shift kolejno 5 razy Powolne klawisze: Przytrzymaj Shift przez 8 sekund	Tuwò mòże aktiwòwac sparłączenia klawiszów, jaczé włączają nôslédny fùnkcëje: Klawisze przëlepieniô: Wcësni Shift 5 razë pò se Pòwólne klawisze: Trzëmôj Shift 8 sekùnd wcësniãté
9437	Powiedz podany tekst	Gôdôj swój tekst
9438	IrlandzkiName	IrlandzcziName
9439	Wczytywanie informacji o awarii... (może to potrwać chwilę) @ info	Ladowanié wëdowiédzë ò załómaniu... (to mòże kąsk zbawic) @ info
9440	Opis przeglądarki użytkownika (NN 3. 01 na bieżącym systemie) Name	Òpisënk programë brëkòwnika (NN 3. 01) Name
9441	Moduł składowy dla multipart/ mixedName	Składowi kòmpònent dlô multipart/ mixedName
9442	p, li {white- space: pre- wrap;} Planista: zwykłe Jest to działanie takie samo jak w przypadku planowania jak najlepiej, poza tym, że priorytet jest obliczany automatycznie na podstawie priorytetu procesora. Procesy o wyższym priorytecie będą miały pierwszeństwo w dostępie do dysku. Programy z klas jak najlepiej/ zwykłe o tym samym priorytecie są szeregowane za pomocą algorytmu rotacyjnego.	p, li {white- space: pre- wrap;} Zwëczajné planowanié Je to dzejanié równé planowaniô jak nôlepi, króm tegò, że prioritet je òbrëchòwóny aùtomatno na spòdlém prioritetu procesora. Procesë o wëższim prioritece bãdą miec pierszosc w przëstãpie do diskù. Programë z klasów jak nôlepi/ zwëczajno ò równym prioritece są zortowóné z pòmòcą rotacjowégò algòritmù.
9443	Ameryka/ Jamajka	Amerika/ Jamajka
9444	Informacje o kosztach:	Rechùnkòwô wëdowiédza:
9445	Kanał lewy	Lewi kanał
9446	Zawsze pod spodem	Nie trzëmôj wëżi jinëch
9447	Przewijanie	Przewijanié
9448	Pomyślnie przeniesiono. @ info: status	Ùdało przeniosłé@ info: status
9449	Wyświetlanie dodatkowego uchwytu rozmiaru:	Wëskrzëni dodôwny ùchwët miarë:
9450	& Głośność:	& Głosnosc:
9451	DemiQFontDatabase	QShortcut
9452	Błąd skanowania kolekcji	Szëkba kòlekcëji nie darzëła sã
9453	Serwer Nepomuka	Serwera Nepomuk
9454	Federacja Stanów MikronezjiName	Federacëjô Stónów MikronezëjiName
9455	Pokazuje listę wszystkich profili zasilania i pozwala na ich aktywowanie	Lëstëje wszëtczé profile energiji ë pòzwôlô jima bëc aktiwòwónëma
9456	Błąd komunikacji D- BUS	Fela kòmùnikacëji D- BUS
9457	Edytor menu	Editora menu
9458	Nieaktywne okno	Nieaktiwné òkno
9459	Załącz ślad wykonanych czynności	Załączë szlach dzejnotë
9460	Kolor znaku wodnego	Farwa wòdnégò merkù
9461	Rozszerzenie B ujednoliconych ideogramów CJK	Dodôwk B zrzëszonëch ideografów CJK
9462	Spróbuj ponownie... @ info: tooltip	Spróbùjë znowa... @ info: tooltip
9463	Debugowanie w% 1	Debùgowanié w% 1
9464	Utwórz nowy folder zakładek@ title: window	Ùsôdzë nowi katalog w:% 1
9465	Wpisz adres:	Wpiszë adresã URL:
9466	Portfel '% 1' jest otwarty i używany do przechowywania haseł i danych formularzy.	Pòrtfel '% 1' je òtemkłi ë ùżëwóny do trzëmaniô parolów ë pòdôwków fòrmùlarów.
9467	GwiazdyGenericName	KStarsGenericName
9468	Waldo Bastian	Waldo Bastia
9469	& Automatycznie ustaw datę i czas:	Nastôwi & aùtomatno datum ë czas:
9470	Bezpośrednie połączenie z & Internetem	Prosté społãczenié z & Internetã
9471	Menedżer okien, który można rozszerzać za pomocą skryptów w języku podobnym do Emacs LispName	Menadżera òknów, jaczi je mòżno rozbùdowac dzãka skriptom w jãzëkù szlachùjącym za Emacs LispName
9472	Nie animuj okien na wszystkich pulpitach	Nie animùjë òknów na wszëtczich pùltach
9473	Nieobsługiwany błąd. Proszę wysłać zgłoszenie błędu w programie.	Nieòbsłëgiwónô fela. Proszã wësłac zgłoszënk feli w programie.
9474	Nie znaleziono '% 1', proszę sprawdzić instalację	'% 1' nié òstôł nalazłi, sprôwdzë instalacëjã
9475	Użyj & własnych kolorów	Brëkùjë swòjéch & farwów
9476	Maksymalizuj	Makymalizëjë
9477	Podaj nazwę nowego znacznika:	Pòdôj miono nowégò merka:
9478	Gracze	Grôczów
9479	Dokument ma niewłaściwy format.	nen dokùment mô zmiłkòwi fòrmat
9480	Uproszczony chińskiName	Chińsczi prostiName
9481	Uaktualnianie lokalnej bazy danych Jamendo.	Zaktualnianié môlowi bazë pòdôwków Jamendo.
9482	Podwójna karta pocztowa	Dëbeltnô pòcztowô karta
9483	% 1: nie można utworzyć kluczaQSystemSemaphore	QSystemSemaphore
9484	Wartość zmiennoprzecinkowa	Zmieniwnokòmòwô wôrtnota
9485	Importuj zestaw kolorów z pliku	Impòrtëjë palétã farwów z lopka
9486	Nieaktywny	Nieaktiwny
9487	Pokaż podstawy	Wëskrzëni przëkriwk
9488	Plik nie wydaje się być plikiem GIF	Lopk mést nie je lopkã GIF
9489	Mikrofon mono	Mikrofón mono
9490	Programy KDE będą wyświetlały komunikaty w pierwszym obsługiwanym języku na liście. Jeżeli żaden z języków nie będzie obsługiwany, komunikaty będą wyświetlane po angielsku (amerykańsku).	Programë KDE bãdą wëskrzëniwôłë wiadła w pierszim òbsłëdżiwónëm jãzëkù z lëstë. Eżlë niżóden z jãzëków nie mdze òbsłëdżiwóny, wiadła bãdą wëskrzëniwóné w anielsczim (amerikańsczim).
9491	Dolar hongkońskiName	Dolar z Hòng KòngùName
9492	(c) 1998- 2004, Autorzy Centrum sterowania KDE	(c) 1998- 2004, Ùsôdzcë Centróm kòntroli KDE
9493	Wybierz nową nazwę dla bieżącej sesji	Wëbierzë nowé miono dlô aktualny sesëji
9494	Ocean_ Atlantycki/ Reykjavik	Atlantëcczi_ Òcean/ Reykjavik
9495	Wywodzący się z FVWM menedżer okien o wyglądzie podobnym do Windows 95Name	Pòchòdzący z FVWM menadżera òknów ò wëzdrzatkù szlachùjącym za Windows 95Name
9496	Wybierz protokół, dla którego wyświetlić dokumentację:	Wëbierzë protokòłë dokùmentacëji do wëskrzënieniô.
9497	Plik, z którego należy czytać informacje o aktualizacji	Lopk z jaczegò je nót czëtac wëdowiédzã ò aktualizacëji
9498	Podstawowy kolor (4 bpp)	Pòdspòdlowô farwa (4 bpp)
9499	"Jest to lista usług skojarzonych z plikami wybranego typu. Lista jest widoczna w menu kontekstowym Konquerora, gdy wybierze się ""Podgląd w...."" Jeśli z danym typem skojarzona jest więcej niż jedna usługa, lista jest sortowana według priorytetów, najwyżej znajduje się element o najwyższym priorytecie."	"To je lësta ùsłëżnotów sparłączonëch z lopkama wëbrónegò ôrtu. Lëstã na je widzec w kòntekstowim menu Konquerora, jak sã wëbierze ""Òtemkni w...."" Jeżlë z gwësnym ôrtã sparłączonô je wicy jakno jednô serwerowô ùsłëżnota, lësta je zortowónô wedle prioritetów, nôwëżi nachôdô sã element ò nôwikszëm prioritece."
9500	Konwersja projektu audio	Kònwersëjô projektu aùdio
9501	Domyślne rozszerzenie	Domëszlny dodôwk
9502	KShellCmdPlugin:: slotExecuteShellCommand: błąd w programie, proszę zgłosić błąd.	KShellCmdPlugin:: slotExecuteShellCommand: Fela programë, proszã zarapòrtowac zmiłkã.
9503	Konfiguruj	Kònfigùracëjô
9504	Numer sesji	Wielëna sesëji
9505	Cedi ghańskieName	Ghanańsczé CediName
9506	Ameryka/ Belem	Amerika/ Belem
9507	Nie można uruchomić programu '% 1' z parametrami '% 2'.	NIé mòże zrëszëc programë '% 1', z argùmentã '% 2'.
9508	Komputer% 1 nie znaleziony	Kòmpùtr% 1 nie òstôł nalazłi
9509	PowłokaComment	PòwłokaComment
9510	Ostatni przebieg wydruku nakładanego	Slédné òdbëcé nakłôdónégò wëdrëkù
9511	Ustawienie lokalnego katalogu zawierającego pliku do zindeksowania w celu przyspieszenia wyszukiwania	Wëbierzë môlowi katalog, chtërnegò lopczi mają òstac indeksowóné dlô szëkbë pùltu.
9512	Zamierzasz zainstalować i uruchomić motyw SuperKaramby% 1. Ponieważ motywy zawierają kod wykonywalny, powinieneś instalować tylko takie, które masz z zaufanych źródeł. Kontynuować?	Zamëszlôsz terô zainstalowac ë zrëszëc témã SuperKarambë% 1. Równak, témë mają w se zrëszeniowi kòd, téj nôlepi instalowac blós te, jaczé të môsz z zadowiérzonych zdrojów. Kòntinuòwac?
9513	Klawisze blokujące	Klawisze blokadë
9514	Ameryka/ Puerto_ Rico	Amerika/ Puerto_ Rico
9515	Nieznane urządzenie	Nieznóné ùrządzenié
9516	Zastępuje wszystkie wystąpienia nieznanego słowa w tekście tekstem wybranym z listy powyżej (po lewej).	Klëkni tuwò bë zastãpic wszëtczé wińdzenia nieznónegò słowa w teksce, wëbrónym tekstã z lëstë wëżi (z lewa).
9517	Pokaż zadanie	Pòkôżë dzejanié
9518	Nie podano serwera.	Nie pòdano serwera.
9519	SudańskiName	SudańscziName
9520	Adres sprzętowy	Ùrzãdzeniowô adresa
9521	Nie można skasować tego zasobu.	Mòżlëwé, że to nie dô pòdónegò dostónka.
9522	lock	blokada
9523	Dekoder FLAC dla K3bComment	Dekòder FLAC dlô K3bComment
9524	Fotograficzny z brzegami perforowanymi	Òdjimny z perfòrowónyma rańtama
9525	& Programy@ title: tab	& Aplikacëje@ title: tab
9526	"Polecenie ""volume"" wymaga argumentu ""level."""	Pòlét 'głosnosc' wëmôgô pòdania argùmentu 'równiô'.
9527	^Wypróbuj Ubuntu Netbook bez instalowania	^Wëpróbùjë Ubuntu Netbook bez instalacëji
9528	Sprawdź datę pliku	Sprôwdzë datum lopka
9529	Ciasteczka	Kùszczi
9530	Wykonanie polecenia spowoduje otwarcie ponad 20 zakładek w kartach. To może zająć trochę czasu. Kontyunuować?	Chcesz òtemknąc wicy jakno 20 załóżków w kôrtach. To mòże kąsk dérowac. Jisc dali?
9531	Katalog% 1 już nie istnieje, więc nie jest możliwe przywrócenie tego elementu do jego pierwotnej lokalizacji. Możesz jednak utworzyć ten katalog i użyć opcji przywrócenia ponownie, lub przeciągnąć ten element gdziekolwiek indziej, aby go przywrócić.	Kataloga% 1 ju nié dô, tedë nie jë mòżlewé doprowadzenié negò elementu do jegò apartny lokalizacëji. Mòżesz równak ùsôdzëc nen katalog ë brëkòwac òptacëji doprowadzeniô nazôd, abò przecygnąc nen element dze jindze abë gò przëwrócëc.
9532	Stos	Copniãcé
9533	& Ignoruj	& Ignorëjë
9534	Zakończono kodowanie CD	Kòdowanié CD zakùńczoné
9535	Dodanie maski warstwyundo-type	Lédżiundo-type
9536	Tu możesz określić liczbę cyfr ułamkowych liczb, tj. liczbę cyfr po separatorze dziesiętnym.	Tuwò mòżesz òpisac lëczbã kawelkòwëch cyfrów dlô sëmów dëtkòw, lëczbã cyfrów pò dzesątkòwim dzelôczu. Dlô wikszégò dzélu lëdzy, domëszlnô wôrtnota to 2.
9537	Konfiguracja odtwarzania	Kònfigùracëjô graniô
9538	Przenieś% 1	Przesënié% 1
9539	Skala pionowa	Wertikalnô skala
9540	Wybrałeś opcję wyświetlania okna bez obramowania. Bez obramowania nie będzie możliwe włączenie obramowania przy użyciu myszy. Jedyna możliwość to użycie menu operacji na oknie, wywoływanego skrótem klawiszowym% 1.	Môsz wëbróną òptacëjã wëskrzëniwaniô òkna bez grańców. Bez grańców òkna nie mdze mòżlewòtë włączeniô znowa grańców brëkùjąc mëszë; nót mdze brëkòwac menu òperacëji na òknie, jaczé wëwołôsz klawiszową skrodzëną% 1.
9541	PółpogrubionaQFontDatabase	QShortcut
9542	Gra Gnome KlotskiName	Gnome Klotski graName
9543	Specjalne	Specjalné
9544	Można wybrać tylko pliki lokalne	Mòżesz wëbrac blós môlowé lopczi.
9545	Proszę podać nazwę użytkownika i hasło klucza.	Proszã pòdac miono brëkòwnika ë parolã klucza.
9546	Obrazki użytkowników	Òbrôzczi brëkòwnika
9547	Urządzenia specjalne	Ùrządzenia céchów
9548	Pytanie	Pëtanié
9549	Przesuń widok w lewo	Przesënié wëzdrzat na lewò
9550	Pobieranie informacji o typie MIME z% 1 nie jest obsługiwane.	Ladowanié wëdowiédzë ò ôrce MIME z% 1 nie je òbsłëgiwóné.
9551	Pobierz	Wladënk lopka:
9552	Podajnik 2 - opcja	Pòdajnik 2 - dodówny
9553	Całkowity	Całowny
9554	KomunikacjaName	KòmùnikacëjôName
9555	Użyj pliku wyjściowego	Brëkùjë widzeniowégò lopkù
9556	Pierwszy dzień roboczy tygodnia:	Pierszi robòczi dzéń tidzénia:
